[09:30:32 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 4.24MB
[13:36:04 INF] Usage: Total CPU 1.37% | App CPU 0.00% | App Heap 7.38MB
[13:36:05 INF] Usage: Total CPU 1.58% | App CPU 0.00% | App Heap 7.38MB
[13:36:06 INF] Usage: Total CPU 2.13% | App CPU 0.00% | App Heap 7.38MB
[13:36:07 INF] Usage: Total CPU 1.76% | App CPU 0.00% | App Heap 7.38MB
[13:36:08 INF] Usage: Total CPU 1.87% | App CPU 0.00% | App Heap 7.38MB
[13:36:09 INF] Usage: Total CPU 0.89% | App CPU 0.00% | App Heap 7.38MB
[13:36:10 INF] Usage: Total CPU 2.02% | App CPU 0.00% | App Heap 7.38MB
[13:36:11 INF] Usage: Total CPU 2.62% | App CPU 0.00% | App Heap 7.38MB
[13:36:12 INF] Usage: Total CPU 2.84% | App CPU 1.54% | App Heap 7.38MB
[13:36:13 INF] Usage: Total CPU 2.89% | App CPU 0.00% | App Heap 7.38MB
[13:36:14 INF] Usage: Total CPU 2.12% | App CPU 1.55% | App Heap 7.38MB
[13:36:15 INF] Usage: Total CPU 1.53% | App CPU 0.00% | App Heap 7.38MB
[13:36:16 INF] Usage: Total CPU 0.36% | App CPU 0.00% | App Heap 7.37MB
[13:36:17 INF] Usage: Total CPU 1.99% | App CPU 0.00% | App Heap 7.37MB
[13:36:18 INF] Usage: Total CPU 0.02% | App CPU 0.00% | App Heap 7.37MB
[13:36:19 INF] Usage: Total CPU 4.82% | App CPU 0.00% | App Heap 7.37MB
[13:36:20 INF] Usage: Total CPU 4.25% | App CPU 1.54% | App Heap 7.37MB
[13:36:21 INF] Usage: Total CPU 2.73% | App CPU 1.54% | App Heap 7.37MB
[13:36:22 INF] Usage: Total CPU 1.17% | App CPU 0.00% | App Heap 7.37MB
[13:36:23 INF] Usage: Total CPU 1.49% | App CPU 0.00% | App Heap 7.38MB
[13:36:24 INF] Usage: Total CPU 3.22% | App CPU 0.00% | App Heap 7.37MB
[13:36:25 INF] Usage: Total CPU 4.90% | App CPU 0.00% | App Heap 7.36MB
[13:36:26 INF] Usage: Total CPU 1.23% | App CPU 0.00% | App Heap 7.36MB
[13:36:27 INF] Usage: Total CPU 0.45% | App CPU 0.00% | App Heap 7.36MB
[13:36:28 INF] Usage: Total CPU 2.00% | App CPU 0.00% | App Heap 7.36MB
[13:36:29 INF] Usage: Total CPU 1.53% | App CPU 0.00% | App Heap 7.35MB
[13:36:30 INF] Usage: Total CPU 1.50% | App CPU 0.00% | App Heap 7.36MB
[13:36:31 INF] Usage: Total CPU 1.05% | App CPU 0.00% | App Heap 7.36MB
[13:36:32 INF] Usage: Total CPU 1.36% | App CPU 0.00% | App Heap 7.35MB
[13:36:33 INF] Usage: Total CPU 0.94% | App CPU 0.00% | App Heap 7.36MB
[13:36:34 INF] Usage: Total CPU 2.77% | App CPU 0.06% | App Heap 7.35MB
[13:36:35 INF] Usage: Total CPU 7.34% | App CPU 0.00% | App Heap 7.35MB
[13:36:36 INF] Usage: Total CPU 5.34% | App CPU 0.00% | App Heap 7.36MB
[13:36:37 INF] Usage: Total CPU 1.38% | App CPU 0.00% | App Heap 7.36MB
[13:36:38 INF] Usage: Total CPU 2.57% | App CPU 0.00% | App Heap 7.35MB
[13:36:39 INF] Usage: Total CPU 1.66% | App CPU 0.00% | App Heap 7.36MB
[13:36:40 INF] Usage: Total CPU 2.24% | App CPU 0.00% | App Heap 7.35MB
[13:36:41 INF] Usage: Total CPU 3.06% | App CPU 0.00% | App Heap 7.35MB
[13:36:42 INF] Usage: Total CPU 4.53% | App CPU 0.00% | App Heap 7.36MB
[13:36:43 INF] Usage: Total CPU 4.84% | App CPU 1.54% | App Heap 7.36MB
[13:36:44 INF] Usage: Total CPU 0.54% | App CPU 0.00% | App Heap 7.35MB
[13:36:45 INF] Usage: Total CPU 1.34% | App CPU 0.00% | App Heap 7.35MB
[13:36:46 INF] Usage: Total CPU 0.22% | App CPU 0.00% | App Heap 7.35MB
[13:36:47 INF] Usage: Total CPU 1.94% | App CPU 0.00% | App Heap 7.35MB
[13:36:48 INF] Usage: Total CPU 0.97% | App CPU 0.00% | App Heap 7.34MB
[13:36:49 INF] Usage: Total CPU 2.49% | App CPU 0.00% | App Heap 7.34MB
[13:36:50 INF] Usage: Total CPU 0.25% | App CPU 0.00% | App Heap 7.35MB
[13:36:51 INF] Usage: Total CPU 1.10% | App CPU 0.00% | App Heap 7.34MB
[13:36:52 INF] Usage: Total CPU 1.21% | App CPU 0.00% | App Heap 7.34MB
[13:36:53 INF] Usage: Total CPU 4.32% | App CPU 0.00% | App Heap 7.35MB
[13:36:55 INF] Usage: Total CPU 3.53% | App CPU 1.54% | App Heap 7.34MB
[13:36:56 INF] Usage: Total CPU 7.61% | App CPU 0.00% | App Heap 7.34MB
[13:36:57 INF] Usage: Total CPU 5.39% | App CPU 1.54% | App Heap 7.35MB
[13:36:58 INF] Usage: Total CPU 6.49% | App CPU 1.04% | App Heap 7.34MB
[13:36:59 INF] Usage: Total CPU 5.95% | App CPU 0.00% | App Heap 7.34MB
[13:37:00 INF] Usage: Total CPU 3.62% | App CPU 0.00% | App Heap 7.35MB
[13:37:01 INF] Usage: Total CPU 4.02% | App CPU 1.54% | App Heap 7.35MB
[13:37:02 INF] Usage: Total CPU 2.16% | App CPU 0.00% | App Heap 7.35MB
[13:37:03 INF] Usage: Total CPU 6.41% | App CPU 0.13% | App Heap 7.34MB
[13:37:04 INF] Usage: Total CPU 5.32% | App CPU 0.00% | App Heap 7.35MB
[13:37:05 INF] Usage: Total CPU 1.32% | App CPU 0.00% | App Heap 7.34MB
[13:37:06 INF] Usage: Total CPU 1.73% | App CPU 0.00% | App Heap 7.34MB
[13:37:07 INF] Usage: Total CPU 1.53% | App CPU 0.00% | App Heap 7.34MB
[13:37:08 INF] Usage: Total CPU 0.61% | App CPU 0.00% | App Heap 7.35MB
[13:37:09 INF] Usage: Total CPU 4.02% | App CPU 0.00% | App Heap 7.35MB
[13:37:10 INF] Usage: Total CPU 1.84% | App CPU 0.06% | App Heap 7.35MB
[13:37:11 INF] Usage: Total CPU 0.70% | App CPU 0.00% | App Heap 7.35MB
[13:37:12 INF] Usage: Total CPU 1.00% | App CPU 0.00% | App Heap 7.35MB
[13:37:13 INF] Usage: Total CPU 3.32% | App CPU 0.06% | App Heap 7.35MB
[13:37:14 INF] Usage: Total CPU 4.72% | App CPU 0.00% | App Heap 7.35MB
[13:37:15 INF] Usage: Total CPU 4.86% | App CPU 0.00% | App Heap 7.35MB
[13:37:16 INF] Usage: Total CPU 2.72% | App CPU 0.00% | App Heap 7.35MB
[13:37:17 INF] Usage: Total CPU 2.04% | App CPU 1.35% | App Heap 7.35MB
[13:47:25 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 3.56MB
[13:47:26 INF] Usage: Total CPU 14.17% | App CPU 2.04% | App Heap 4.94MB
[13:47:28 INF] Usage: Total CPU 11.55% | App CPU 2.16% | App Heap 5.29MB
[13:47:29 INF] Usage: Total CPU 4.59% | App CPU 2.37% | App Heap 5.35MB
[13:47:30 INF] Usage: Total CPU 6.26% | App CPU 0.00% | App Heap 5.35MB
[13:47:31 INF] Usage: Total CPU 6.70% | App CPU 0.00% | App Heap 5.35MB
[13:47:32 INF] Usage: Total CPU 1.65% | App CPU 0.06% | App Heap 5.35MB
[13:47:33 INF] Usage: Total CPU 7.33% | App CPU 0.00% | App Heap 5.35MB
[13:47:34 INF] Usage: Total CPU 26.89% | App CPU 0.06% | App Heap 5.34MB
[13:47:35 INF] Usage: Total CPU 11.13% | App CPU 0.00% | App Heap 5.34MB
[13:47:36 INF] Usage: Total CPU 8.32% | App CPU 0.00% | App Heap 5.31MB
[13:47:37 INF] Usage: Total CPU 12.78% | App CPU 0.06% | App Heap 5.37MB
[13:47:38 INF] Usage: Total CPU 6.99% | App CPU 0.06% | App Heap 5.37MB
[13:47:39 INF] Usage: Total CPU 5.18% | App CPU 0.06% | App Heap 5.37MB
[13:47:40 INF] Usage: Total CPU 4.99% | App CPU 0.00% | App Heap 5.37MB
[13:47:41 INF] Usage: Total CPU 3.31% | App CPU 0.00% | App Heap 5.44MB
[13:47:42 INF] Usage: Total CPU 2.98% | App CPU 0.00% | App Heap 5.44MB
[13:47:43 INF] Usage: Total CPU 3.43% | App CPU 0.06% | App Heap 5.44MB
[13:47:44 INF] Usage: Total CPU 4.29% | App CPU 1.23% | App Heap 5.44MB
[13:47:45 INF] Usage: Total CPU 5.36% | App CPU 0.00% | App Heap 5.44MB
[13:47:46 INF] Usage: Total CPU 3.60% | App CPU 0.06% | App Heap 5.44MB
[13:47:47 INF] Usage: Total CPU 5.77% | App CPU 1.42% | App Heap 5.44MB
[13:47:48 INF] Usage: Total CPU 3.83% | App CPU 0.00% | App Heap 5.44MB
[13:47:49 INF] Usage: Total CPU 2.14% | App CPU 0.00% | App Heap 5.44MB
[13:47:50 INF] Usage: Total CPU 3.65% | App CPU 0.00% | App Heap 5.44MB
[13:47:51 INF] Usage: Total CPU 5.65% | App CPU 1.48% | App Heap 5.50MB
[13:47:52 INF] Usage: Total CPU 2.97% | App CPU 0.00% | App Heap 5.50MB
[13:47:53 INF] Usage: Total CPU 4.33% | App CPU 0.06% | App Heap 5.51MB
[13:47:54 INF] Usage: Total CPU 4.42% | App CPU 0.06% | App Heap 5.51MB
[13:47:55 INF] Usage: Total CPU 1.91% | App CPU 0.06% | App Heap 5.50MB
[13:47:56 INF] Usage: Total CPU 0.91% | App CPU 0.00% | App Heap 5.50MB
[13:47:57 INF] Usage: Total CPU 3.42% | App CPU 0.13% | App Heap 5.50MB
[13:47:58 INF] Usage: Total CPU 3.93% | App CPU 0.06% | App Heap 5.50MB
[13:47:59 INF] Usage: Total CPU 1.32% | App CPU 0.00% | App Heap 5.51MB
[13:48:00 INF] Usage: Total CPU 4.08% | App CPU 0.00% | App Heap 5.50MB
[13:48:01 INF] Usage: Total CPU 7.17% | App CPU 0.00% | App Heap 5.57MB
[13:48:02 INF] Usage: Total CPU 6.39% | App CPU 0.00% | App Heap 5.57MB
[13:48:03 INF] Usage: Total CPU 7.22% | App CPU 0.00% | App Heap 5.57MB
[13:48:04 INF] Usage: Total CPU 7.53% | App CPU 0.00% | App Heap 5.57MB
[13:48:05 INF] Usage: Total CPU 4.32% | App CPU 0.00% | App Heap 5.57MB
[13:48:06 INF] Usage: Total CPU 5.45% | App CPU 0.90% | App Heap 6.45MB
[13:48:07 INF] Usage: Total CPU 8.89% | App CPU 3.07% | App Heap 7.66MB
[13:48:08 INF] Usage: Total CPU 3.87% | App CPU 0.19% | App Heap 7.72MB
[13:48:09 INF] Usage: Total CPU 5.23% | App CPU 0.06% | App Heap 7.73MB
[13:48:10 INF] Usage: Total CPU 4.91% | App CPU 0.00% | App Heap 7.73MB
[13:48:11 INF] Usage: Total CPU 2.19% | App CPU 0.00% | App Heap 7.73MB
[13:48:12 INF] Usage: Total CPU 2.91% | App CPU 0.00% | App Heap 7.72MB
[13:48:13 INF] Usage: Total CPU 2.36% | App CPU 0.06% | App Heap 7.72MB
[13:48:14 INF] Usage: Total CPU 3.25% | App CPU 0.00% | App Heap 7.72MB
[13:48:15 INF] Usage: Total CPU 1.36% | App CPU 0.00% | App Heap 7.72MB
[13:48:16 INF] Usage: Total CPU 1.26% | App CPU 0.06% | App Heap 7.72MB
[13:48:17 INF] Usage: Total CPU 0.50% | App CPU 0.00% | App Heap 7.66MB
[13:48:18 INF] Usage: Total CPU 2.44% | App CPU 0.00% | App Heap 7.66MB
[13:48:32 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 4.53MB
[13:48:33 INF] Usage: Total CPU 13.92% | App CPU 1.98% | App Heap 5.72MB
[13:48:34 INF] Usage: Total CPU 6.36% | App CPU 2.23% | App Heap 6.59MB
[13:48:35 INF] Usage: Total CPU 7.26% | App CPU 0.06% | App Heap 6.65MB
[13:48:36 INF] Usage: Total CPU 3.66% | App CPU 0.00% | App Heap 6.65MB
[13:48:37 INF] Usage: Total CPU 3.84% | App CPU 0.00% | App Heap 6.65MB
[13:48:38 INF] Usage: Total CPU 3.81% | App CPU 0.13% | App Heap 6.66MB
[13:48:39 INF] Usage: Total CPU 2.68% | App CPU 0.00% | App Heap 6.65MB
[13:48:40 INF] Usage: Total CPU 2.52% | App CPU 0.00% | App Heap 6.65MB
[13:49:10 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 4.50MB
[13:49:11 INF] Usage: Total CPU 10.97% | App CPU 3.05% | App Heap 6.04MB
[13:49:23 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 4.53MB
[13:49:24 INF] Usage: Total CPU 10.70% | App CPU 2.18% | App Heap 5.55MB
[13:49:25 INF] Usage: Total CPU 12.97% | App CPU 4.16% | App Heap 6.54MB
[13:49:26 INF] Usage: Total CPU 4.62% | App CPU 1.27% | App Heap 6.54MB
[13:49:27 INF] Usage: Total CPU 4.31% | App CPU 0.06% | App Heap 6.60MB
[13:49:28 INF] Usage: Total CPU 4.51% | App CPU 1.61% | App Heap 6.60MB
[13:49:30 INF] Usage: Total CPU 5.29% | App CPU 0.06% | App Heap 6.60MB
[13:50:29 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 4.54MB
[13:50:30 INF] Usage: Total CPU 13.38% | App CPU 3.12% | App Heap 5.98MB
[13:50:31 INF] Usage: Total CPU 13.07% | App CPU 2.55% | App Heap 6.56MB
[13:50:32 INF] Usage: Total CPU 14.18% | App CPU 1.40% | App Heap 6.56MB
[13:50:33 INF] Usage: Total CPU 7.25% | App CPU 0.00% | App Heap 5.29MB
[13:50:34 INF] Usage: Total CPU 8.15% | App CPU 1.16% | App Heap 5.35MB
[13:50:35 INF] Usage: Total CPU 9.89% | App CPU 0.00% | App Heap 5.36MB
[13:50:36 INF] Usage: Total CPU 4.76% | App CPU 0.00% | App Heap 5.36MB
[13:50:37 INF] Usage: Total CPU 4.55% | App CPU 0.00% | App Heap 5.34MB
[13:50:38 INF] Usage: Total CPU 5.34% | App CPU 1.40% | App Heap 5.34MB
[13:50:39 INF] Usage: Total CPU 4.28% | App CPU 0.00% | App Heap 5.41MB
[13:50:40 INF] Usage: Total CPU 3.40% | App CPU 0.06% | App Heap 5.40MB
[13:50:41 INF] Usage: Total CPU 8.96% | App CPU 0.13% | App Heap 5.34MB
[13:50:42 INF] Usage: Total CPU 19.36% | App CPU 1.45% | App Heap 5.34MB
[13:50:43 INF] Usage: Total CPU 17.54% | App CPU 1.36% | App Heap 5.31MB
[13:50:44 INF] Usage: Total CPU 10.34% | App CPU 0.00% | App Heap 5.32MB
[13:50:45 INF] Usage: Total CPU 5.09% | App CPU 0.06% | App Heap 5.31MB
[13:50:46 INF] Usage: Total CPU 8.65% | App CPU 0.06% | App Heap 5.32MB
[13:50:47 INF] Usage: Total CPU 5.58% | App CPU 0.00% | App Heap 5.31MB
[13:50:48 INF] Usage: Total CPU 4.34% | App CPU 1.55% | App Heap 5.31MB
[13:50:49 INF] Usage: Total CPU 7.18% | App CPU 0.00% | App Heap 5.31MB
[13:50:50 INF] Usage: Total CPU 5.70% | App CPU 0.06% | App Heap 5.31MB
[13:50:51 INF] Usage: Total CPU 1.88% | App CPU 0.00% | App Heap 5.31MB
[13:50:52 INF] Usage: Total CPU 6.80% | App CPU 1.09% | App Heap 5.49MB
[13:50:53 INF] Usage: Total CPU 3.15% | App CPU 0.06% | App Heap 5.56MB
[13:50:54 INF] Usage: Total CPU 9.22% | App CPU 0.58% | App Heap 5.67MB
[13:50:55 INF] Usage: Total CPU 10.54% | App CPU 2.43% | App Heap 5.82MB
[13:50:56 INF] Usage: Total CPU 5.41% | App CPU 0.06% | App Heap 5.87MB
[13:51:32 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 4.54MB
[13:51:33 INF] Usage: Total CPU 12.88% | App CPU 2.03% | App Heap 4.86MB
[13:51:34 INF] Usage: Total CPU 19.26% | App CPU 4.18% | App Heap 5.27MB
[13:51:35 INF] Usage: Total CPU 8.07% | App CPU 1.21% | App Heap 5.34MB
[13:51:36 INF] Usage: Total CPU 3.11% | App CPU 0.00% | App Heap 5.34MB
[13:51:37 INF] Usage: Total CPU 2.82% | App CPU 0.00% | App Heap 5.35MB
[13:51:38 INF] Usage: Total CPU 3.43% | App CPU 0.06% | App Heap 5.34MB
[13:51:39 INF] Usage: Total CPU 3.94% | App CPU 0.06% | App Heap 5.34MB
[13:51:40 INF] Usage: Total CPU 1.16% | App CPU 0.06% | App Heap 5.33MB
[13:51:41 INF] Usage: Total CPU 2.48% | App CPU 0.00% | App Heap 5.33MB
[13:51:42 INF] Usage: Total CPU 4.40% | App CPU 0.00% | App Heap 5.33MB
[13:51:43 INF] Usage: Total CPU 1.75% | App CPU 0.06% | App Heap 5.33MB
[13:51:44 INF] Usage: Total CPU 5.47% | App CPU 0.00% | App Heap 5.34MB
[13:51:45 INF] Usage: Total CPU 3.38% | App CPU 1.33% | App Heap 5.34MB
[13:51:46 INF] Usage: Total CPU 8.87% | App CPU 2.76% | App Heap 6.74MB
[13:51:47 INF] Usage: Total CPU 5.59% | App CPU 2.64% | App Heap 7.27MB
[13:51:48 INF] Usage: Total CPU 3.88% | App CPU 0.71% | App Heap 7.33MB
[13:51:49 INF] Usage: Total CPU 2.00% | App CPU 1.54% | App Heap 7.32MB
[13:51:50 INF] Usage: Total CPU 6.94% | App CPU 0.00% | App Heap 7.32MB
[13:51:51 INF] Usage: Total CPU 5.72% | App CPU 0.00% | App Heap 7.32MB
[13:51:52 INF] Usage: Total CPU 8.82% | App CPU 0.00% | App Heap 7.31MB
[13:51:53 INF] Usage: Total CPU 5.32% | App CPU 0.13% | App Heap 7.31MB
[13:51:54 INF] Usage: Total CPU 5.80% | App CPU 0.00% | App Heap 7.31MB
[13:51:55 INF] Usage: Total CPU 1.07% | App CPU 0.06% | App Heap 7.31MB
[13:51:56 INF] Usage: Total CPU 3.64% | App CPU 0.06% | App Heap 7.31MB
[13:51:57 INF] Usage: Total CPU 1.91% | App CPU 0.00% | App Heap 7.32MB
[13:51:58 INF] Usage: Total CPU 1.77% | App CPU 0.06% | App Heap 7.32MB
[13:51:59 INF] Usage: Total CPU 3.44% | App CPU 0.06% | App Heap 7.32MB
[13:52:00 INF] Usage: Total CPU 4.01% | App CPU 0.06% | App Heap 7.32MB
[13:52:01 INF] Usage: Total CPU 4.73% | App CPU 0.06% | App Heap 7.29MB
[13:52:02 INF] Usage: Total CPU 2.45% | App CPU 0.06% | App Heap 7.28MB
[13:52:03 INF] Usage: Total CPU 5.68% | App CPU 0.06% | App Heap 7.29MB
[13:52:04 INF] Usage: Total CPU 4.69% | App CPU 0.06% | App Heap 7.28MB
[13:52:05 INF] Usage: Total CPU 2.21% | App CPU 0.00% | App Heap 7.28MB
[13:52:06 INF] Usage: Total CPU 1.35% | App CPU 0.00% | App Heap 7.28MB
[13:52:07 INF] Usage: Total CPU 2.90% | App CPU 0.00% | App Heap 7.28MB
[13:52:08 INF] Usage: Total CPU 1.59% | App CPU 0.00% | App Heap 7.28MB
[13:52:09 INF] Usage: Total CPU 5.35% | App CPU 0.00% | App Heap 7.29MB
[13:52:10 INF] Usage: Total CPU 1.41% | App CPU 0.00% | App Heap 7.29MB
[13:52:11 INF] Usage: Total CPU 3.58% | App CPU 0.00% | App Heap 7.29MB
[13:52:12 INF] Usage: Total CPU 3.47% | App CPU 1.54% | App Heap 7.29MB
[13:52:13 INF] Usage: Total CPU 1.29% | App CPU 0.00% | App Heap 7.28MB
[13:52:14 INF] Usage: Total CPU 3.26% | App CPU 0.00% | App Heap 7.29MB
[13:52:15 INF] Usage: Total CPU 2.63% | App CPU 1.55% | App Heap 7.28MB
[13:52:16 INF] Usage: Total CPU 3.31% | App CPU 0.00% | App Heap 7.29MB
