[09:34:02 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 3.58MB
[12:22:18 INF] Usage: Total CPU 3.75% | App CPU 0.00% | App Heap 8.06MB
[12:22:19 INF] Usage: Total CPU 1.79% | App CPU 0.00% | App Heap 8.06MB
[12:22:20 INF] Usage: Total CPU 3.31% | App CPU 1.55% | App Heap 8.06MB
[12:22:21 INF] Usage: Total CPU 1.86% | App CPU 0.00% | App Heap 8.05MB
[12:22:22 INF] Usage: Total CPU 3.63% | App CPU 0.00% | App Heap 8.06MB
[12:22:23 INF] Usage: Total CPU 3.78% | App CPU 0.00% | App Heap 8.05MB
[12:22:24 INF] Usage: Total CPU 2.23% | App CPU 1.55% | App Heap 8.06MB
[12:22:25 INF] Usage: Total CPU 2.60% | App CPU 0.00% | App Heap 8.05MB
[12:22:26 INF] Usage: Total CPU 1.87% | App CPU 0.06% | App Heap 8.05MB
[12:22:27 INF] Usage: Total CPU 2.51% | App CPU 0.00% | App Heap 8.05MB
[12:22:28 INF] Usage: Total CPU 0.88% | App CPU 0.00% | App Heap 8.05MB
[12:22:29 INF] Usage: Total CPU 6.48% | App CPU 0.00% | App Heap 8.05MB
[12:22:30 INF] Usage: Total CPU 5.29% | App CPU 1.55% | App Heap 8.05MB
[12:22:31 INF] Usage: Total CPU 2.74% | App CPU 0.00% | App Heap 8.06MB
[12:22:32 INF] Usage: Total CPU 4.58% | App CPU 0.00% | App Heap 8.05MB
[12:22:33 INF] Usage: Total CPU 8.60% | App CPU 0.00% | App Heap 8.05MB
[12:22:34 INF] Usage: Total CPU 3.74% | App CPU 0.06% | App Heap 8.05MB
[12:22:35 INF] Usage: Total CPU 3.50% | App CPU 0.00% | App Heap 8.05MB
[12:22:36 INF] Usage: Total CPU 3.52% | App CPU 0.00% | App Heap 8.06MB
[12:22:37 INF] Usage: Total CPU 6.10% | App CPU 0.00% | App Heap 8.06MB
[12:22:38 INF] Usage: Total CPU 1.90% | App CPU 0.00% | App Heap 8.05MB
[12:22:39 INF] Usage: Total CPU 3.01% | App CPU 0.00% | App Heap 8.06MB
[12:22:40 INF] Usage: Total CPU 2.98% | App CPU 0.00% | App Heap 8.05MB
[12:22:41 INF] Usage: Total CPU 2.54% | App CPU 0.06% | App Heap 8.05MB
[12:22:42 INF] Usage: Total CPU 4.49% | App CPU 0.06% | App Heap 8.06MB
[12:22:43 INF] Usage: Total CPU 2.80% | App CPU 1.55% | App Heap 8.05MB
[12:22:44 INF] Usage: Total CPU 1.32% | App CPU 0.00% | App Heap 8.05MB
[12:22:45 INF] Usage: Total CPU 3.99% | App CPU 0.00% | App Heap 8.06MB
[12:22:46 INF] Usage: Total CPU 6.82% | App CPU 0.00% | App Heap 8.05MB
[12:22:48 INF] Usage: Total CPU 3.24% | App CPU 0.26% | App Heap 8.05MB
[12:22:49 INF] Usage: Total CPU 4.42% | App CPU 0.00% | App Heap 8.06MB
[12:22:50 INF] Usage: Total CPU 4.10% | App CPU 0.00% | App Heap 8.05MB
[12:22:51 INF] Usage: Total CPU 1.64% | App CPU 0.00% | App Heap 8.06MB
[12:22:52 INF] Usage: Total CPU 3.22% | App CPU 0.00% | App Heap 8.06MB
[12:22:53 INF] Usage: Total CPU 1.77% | App CPU 0.00% | App Heap 8.05MB
[12:22:54 INF] Usage: Total CPU 4.63% | App CPU 0.00% | App Heap 8.06MB
[12:22:55 INF] Usage: Total CPU 5.16% | App CPU 1.55% | App Heap 8.06MB
[12:22:56 INF] Usage: Total CPU 6.51% | App CPU 0.00% | App Heap 8.06MB
[12:22:57 INF] Usage: Total CPU 2.62% | App CPU 0.00% | App Heap 8.06MB
[12:22:58 INF] Usage: Total CPU 2.67% | App CPU 0.00% | App Heap 8.06MB
[12:22:59 INF] Usage: Total CPU 1.95% | App CPU 0.00% | App Heap 8.06MB
[12:23:00 INF] Usage: Total CPU 1.21% | App CPU 0.00% | App Heap 8.06MB
[12:23:01 INF] Usage: Total CPU 4.69% | App CPU 0.06% | App Heap 8.06MB
[12:23:02 INF] Usage: Total CPU 2.79% | App CPU 1.53% | App Heap 8.06MB
[12:23:03 INF] Usage: Total CPU 3.45% | App CPU 0.00% | App Heap 8.06MB
[12:23:04 INF] Usage: Total CPU 5.51% | App CPU 0.00% | App Heap 8.06MB
[12:23:05 INF] Usage: Total CPU 4.63% | App CPU 1.47% | App Heap 8.06MB
[12:23:06 INF] Usage: Total CPU 4.65% | App CPU 1.54% | App Heap 8.06MB
[12:23:07 INF] Usage: Total CPU 4.05% | App CPU 1.54% | App Heap 8.06MB
[12:23:08 INF] Usage: Total CPU 0.40% | App CPU 0.06% | App Heap 8.07MB
[12:23:09 INF] Usage: Total CPU 6.27% | App CPU 0.00% | App Heap 8.07MB
[12:23:10 INF] Usage: Total CPU 2.51% | App CPU 1.42% | App Heap 8.06MB
[12:23:11 INF] Usage: Total CPU 1.98% | App CPU 0.00% | App Heap 8.06MB
[12:23:12 INF] Usage: Total CPU 3.76% | App CPU 0.00% | App Heap 8.07MB
[12:23:13 INF] Usage: Total CPU 3.42% | App CPU 1.54% | App Heap 8.06MB
[12:23:14 INF] Usage: Total CPU 1.88% | App CPU 1.04% | App Heap 8.07MB
[12:23:15 INF] Usage: Total CPU 4.14% | App CPU 0.00% | App Heap 8.07MB
[12:23:16 INF] Usage: Total CPU 2.42% | App CPU 0.00% | App Heap 8.06MB
[12:23:17 INF] Usage: Total CPU 2.25% | App CPU 0.00% | App Heap 8.06MB
[12:23:18 INF] Usage: Total CPU 3.85% | App CPU 0.00% | App Heap 8.06MB
[12:23:19 INF] Usage: Total CPU 1.29% | App CPU 0.00% | App Heap 8.07MB
[12:23:20 INF] Usage: Total CPU 0.55% | App CPU 0.00% | App Heap 8.06MB
[12:23:21 INF] Usage: Total CPU 3.83% | App CPU 0.00% | App Heap 8.06MB
[12:23:22 INF] Usage: Total CPU 2.39% | App CPU 1.55% | App Heap 8.07MB
[12:23:23 INF] Usage: Total CPU 1.69% | App CPU 0.00% | App Heap 8.06MB
[12:23:24 INF] Usage: Total CPU 2.97% | App CPU 0.00% | App Heap 8.07MB
[12:23:25 INF] Usage: Total CPU 0.76% | App CPU 0.00% | App Heap 8.06MB
[12:23:26 INF] Usage: Total CPU 4.75% | App CPU 0.00% | App Heap 8.06MB
[12:23:27 INF] Usage: Total CPU 1.89% | App CPU 0.00% | App Heap 8.06MB
[12:23:28 INF] Usage: Total CPU 1.55% | App CPU 0.00% | App Heap 8.07MB
[12:23:29 INF] Usage: Total CPU 1.94% | App CPU 0.00% | App Heap 8.06MB
[12:23:30 INF] Usage: Total CPU 2.15% | App CPU 0.00% | App Heap 8.07MB
[12:23:31 INF] Usage: Total CPU 3.01% | App CPU 0.00% | App Heap 8.06MB
[12:23:32 INF] Usage: Total CPU 3.26% | App CPU 1.48% | App Heap 8.06MB
[12:23:33 INF] Usage: Total CPU 3.17% | App CPU 0.00% | App Heap 8.06MB
[12:23:34 INF] Usage: Total CPU 1.89% | App CPU 0.00% | App Heap 8.07MB
[12:23:35 INF] Usage: Total CPU 4.98% | App CPU 0.00% | App Heap 8.07MB
[12:23:36 INF] Usage: Total CPU 5.88% | App CPU 0.00% | App Heap 8.06MB
[12:23:37 INF] Usage: Total CPU 4.86% | App CPU 0.00% | App Heap 8.07MB
[12:23:38 INF] Usage: Total CPU 3.92% | App CPU 0.00% | App Heap 8.06MB
[12:23:39 INF] Usage: Total CPU 4.83% | App CPU 0.00% | App Heap 8.07MB
[12:23:40 INF] Usage: Total CPU 3.69% | App CPU 0.96% | App Heap 8.06MB
[12:23:41 INF] Usage: Total CPU 1.01% | App CPU 0.00% | App Heap 8.06MB
[12:23:42 INF] Usage: Total CPU 3.94% | App CPU 0.00% | App Heap 8.07MB
[12:23:43 INF] Usage: Total CPU 2.82% | App CPU 0.00% | App Heap 8.06MB
[12:23:44 INF] Usage: Total CPU 0.88% | App CPU 0.00% | App Heap 8.06MB
[12:23:45 INF] Usage: Total CPU 3.53% | App CPU 0.00% | App Heap 8.07MB
[12:23:46 INF] Usage: Total CPU 1.95% | App CPU 0.00% | App Heap 8.07MB
[12:23:47 INF] Usage: Total CPU 1.60% | App CPU 0.00% | App Heap 8.06MB
[12:23:48 INF] Usage: Total CPU 3.08% | App CPU 0.00% | App Heap 8.07MB
[12:23:49 INF] Usage: Total CPU 4.01% | App CPU 1.54% | App Heap 8.07MB
[12:23:50 INF] Usage: Total CPU 1.91% | App CPU 0.00% | App Heap 8.07MB
[12:23:51 INF] Usage: Total CPU 4.13% | App CPU 0.00% | App Heap 8.06MB
[12:23:52 INF] Usage: Total CPU 3.89% | App CPU 0.00% | App Heap 8.06MB
[12:23:53 INF] Usage: Total CPU 4.30% | App CPU 1.55% | App Heap 8.07MB
[12:23:54 INF] Usage: Total CPU 5.47% | App CPU 0.00% | App Heap 8.07MB
[12:23:55 INF] Usage: Total CPU 10.32% | App CPU 1.35% | App Heap 8.06MB
[12:23:56 INF] Usage: Total CPU 7.36% | App CPU 1.54% | App Heap 8.06MB
[12:23:57 INF] Usage: Total CPU 1.67% | App CPU 0.00% | App Heap 8.07MB
[12:23:58 INF] Usage: Total CPU 1.11% | App CPU 0.00% | App Heap 8.07MB
[12:23:59 INF] Usage: Total CPU 2.98% | App CPU 0.00% | App Heap 8.07MB
[12:24:01 INF] Usage: Total CPU 1.85% | App CPU 0.00% | App Heap 8.06MB
[12:24:02 INF] Usage: Total CPU 2.10% | App CPU 0.00% | App Heap 8.06MB
[12:24:03 INF] Usage: Total CPU 3.94% | App CPU 1.03% | App Heap 8.07MB
[12:24:04 INF] Usage: Total CPU 1.81% | App CPU 0.00% | App Heap 8.07MB
[12:24:05 INF] Usage: Total CPU 1.31% | App CPU 0.00% | App Heap 8.07MB
[12:24:06 INF] Usage: Total CPU 2.79% | App CPU 0.00% | App Heap 8.07MB
[12:24:07 INF] Usage: Total CPU 3.25% | App CPU 0.00% | App Heap 8.07MB
[12:24:08 INF] Usage: Total CPU 1.78% | App CPU 0.00% | App Heap 8.07MB
[12:24:09 INF] Usage: Total CPU 5.33% | App CPU 0.64% | App Heap 8.07MB
[12:24:10 INF] Usage: Total CPU 2.04% | App CPU 1.53% | App Heap 8.07MB
[12:24:11 INF] Usage: Total CPU 3.55% | App CPU 0.00% | App Heap 8.07MB
[12:24:12 INF] Usage: Total CPU 0.46% | App CPU 0.00% | App Heap 8.07MB
[12:24:13 INF] Usage: Total CPU 4.70% | App CPU 0.00% | App Heap 8.07MB
[12:24:14 INF] Usage: Total CPU 3.13% | App CPU 1.55% | App Heap 8.07MB
[12:24:15 INF] Usage: Total CPU 1.29% | App CPU 0.00% | App Heap 8.07MB
[12:24:16 INF] Usage: Total CPU 7.77% | App CPU 0.00% | App Heap 8.07MB
[12:24:17 INF] Usage: Total CPU 5.06% | App CPU 1.67% | App Heap 8.07MB
[12:24:18 INF] Usage: Total CPU 2.68% | App CPU 0.00% | App Heap 8.07MB
[12:24:19 INF] Usage: Total CPU 0.91% | App CPU 0.00% | App Heap 8.07MB
[12:24:20 INF] Usage: Total CPU 4.26% | App CPU 0.06% | App Heap 8.07MB
[12:24:21 INF] Usage: Total CPU 4.21% | App CPU 0.00% | App Heap 8.08MB
[12:24:22 INF] Usage: Total CPU 2.22% | App CPU 0.00% | App Heap 8.08MB
[12:24:23 INF] Usage: Total CPU 3.90% | App CPU 0.13% | App Heap 8.08MB
[12:24:24 INF] Usage: Total CPU 3.83% | App CPU 1.42% | App Heap 8.07MB
[12:24:25 INF] Usage: Total CPU 1.42% | App CPU 0.00% | App Heap 8.08MB
[12:24:26 INF] Usage: Total CPU 3.66% | App CPU 0.00% | App Heap 8.07MB
[12:24:27 INF] Usage: Total CPU 3.15% | App CPU 0.00% | App Heap 8.08MB
[12:24:28 INF] Usage: Total CPU 1.43% | App CPU 0.00% | App Heap 8.08MB
[12:24:29 INF] Usage: Total CPU 1.47% | App CPU 0.00% | App Heap 8.07MB
[12:24:30 INF] Usage: Total CPU 1.85% | App CPU 0.00% | App Heap 8.08MB
[12:24:31 INF] Usage: Total CPU 3.04% | App CPU 0.00% | App Heap 8.08MB
[12:24:32 INF] Usage: Total CPU 2.39% | App CPU 0.00% | App Heap 8.08MB
[12:24:33 INF] Usage: Total CPU 3.53% | App CPU 0.19% | App Heap 8.07MB
[12:24:34 INF] Usage: Total CPU 2.51% | App CPU 0.00% | App Heap 8.07MB
[12:24:35 INF] Usage: Total CPU 0.85% | App CPU 0.00% | App Heap 8.07MB
[12:24:36 INF] Usage: Total CPU 5.92% | App CPU 0.00% | App Heap 8.08MB
[12:24:37 INF] Usage: Total CPU 3.13% | App CPU 0.00% | App Heap 8.08MB
[12:24:38 INF] Usage: Total CPU 3.61% | App CPU 1.55% | App Heap 8.08MB
[12:24:39 INF] Usage: Total CPU 0.32% | App CPU 0.00% | App Heap 8.08MB
[12:24:40 INF] Usage: Total CPU 3.80% | App CPU 0.06% | App Heap 8.08MB
[12:24:41 INF] Usage: Total CPU 2.32% | App CPU 0.00% | App Heap 8.07MB
[12:24:42 INF] Usage: Total CPU 3.53% | App CPU 0.00% | App Heap 8.08MB
[12:24:43 INF] Usage: Total CPU 4.43% | App CPU 0.00% | App Heap 8.07MB
[12:24:44 INF] Usage: Total CPU 4.88% | App CPU 0.06% | App Heap 8.07MB
[12:24:45 INF] Usage: Total CPU 3.30% | App CPU 0.00% | App Heap 8.08MB
[12:24:46 INF] Usage: Total CPU 1.71% | App CPU 0.00% | App Heap 8.08MB
[12:24:47 INF] Usage: Total CPU 5.13% | App CPU 0.00% | App Heap 8.08MB
[12:24:48 INF] Usage: Total CPU 3.18% | App CPU 0.00% | App Heap 8.08MB
[12:24:49 INF] Usage: Total CPU 2.76% | App CPU 0.00% | App Heap 8.08MB
[12:24:50 INF] Usage: Total CPU 4.41% | App CPU 0.00% | App Heap 8.08MB
[12:24:51 INF] Usage: Total CPU 5.37% | App CPU 1.54% | App Heap 8.07MB
[12:24:52 INF] Usage: Total CPU 1.62% | App CPU 0.00% | App Heap 8.08MB
[12:24:53 INF] Usage: Total CPU 2.30% | App CPU 0.00% | App Heap 8.08MB
[12:24:54 INF] Usage: Total CPU 1.07% | App CPU 0.00% | App Heap 8.08MB
[12:24:55 INF] Usage: Total CPU 10.65% | App CPU 0.00% | App Heap 8.08MB
[12:24:56 INF] Usage: Total CPU 9.89% | App CPU 1.60% | App Heap 8.07MB
[12:24:57 INF] Usage: Total CPU 5.00% | App CPU 1.54% | App Heap 8.07MB
[12:24:58 INF] Usage: Total CPU 3.23% | App CPU 0.00% | App Heap 8.07MB
[12:24:59 INF] Usage: Total CPU 3.66% | App CPU 0.00% | App Heap 8.07MB
[12:25:00 INF] Usage: Total CPU 4.12% | App CPU 0.00% | App Heap 8.07MB
[12:25:01 INF] Usage: Total CPU 3.81% | App CPU 0.00% | App Heap 8.07MB
[12:25:02 INF] Usage: Total CPU 4.64% | App CPU 0.00% | App Heap 8.08MB
[12:25:03 INF] Usage: Total CPU 2.57% | App CPU 1.55% | App Heap 8.07MB
[12:25:04 INF] Usage: Total CPU 1.85% | App CPU 0.00% | App Heap 8.07MB
[12:25:05 INF] Usage: Total CPU 5.53% | App CPU 0.00% | App Heap 8.08MB
[12:25:06 INF] Usage: Total CPU 7.58% | App CPU 1.54% | App Heap 8.07MB
[12:25:07 INF] Usage: Total CPU 2.80% | App CPU 1.55% | App Heap 8.07MB
[12:25:08 INF] Usage: Total CPU 1.35% | App CPU 0.00% | App Heap 8.08MB
[12:25:09 INF] Usage: Total CPU 6.17% | App CPU 0.00% | App Heap 8.07MB
[12:25:10 INF] Usage: Total CPU 4.34% | App CPU 1.55% | App Heap 8.08MB
[12:25:11 INF] Usage: Total CPU 1.71% | App CPU 0.00% | App Heap 8.08MB
[12:25:12 INF] Usage: Total CPU 3.90% | App CPU 0.00% | App Heap 8.08MB
[12:25:13 INF] Usage: Total CPU 2.91% | App CPU 0.00% | App Heap 8.08MB
[12:25:14 INF] Usage: Total CPU 0.65% | App CPU 0.00% | App Heap 8.08MB
[12:25:15 INF] Usage: Total CPU 4.85% | App CPU 0.00% | App Heap 8.07MB
[12:25:16 INF] Usage: Total CPU 5.29% | App CPU 1.54% | App Heap 8.07MB
[12:25:17 INF] Usage: Total CPU 1.45% | App CPU 0.00% | App Heap 8.08MB
[12:25:18 INF] Usage: Total CPU 6.39% | App CPU 0.06% | App Heap 8.08MB
[12:25:19 INF] Usage: Total CPU 2.16% | App CPU 0.00% | App Heap 8.08MB
[12:25:20 INF] Usage: Total CPU 0.88% | App CPU 0.00% | App Heap 8.07MB
[12:25:22 INF] Usage: Total CPU 3.36% | App CPU 0.00% | App Heap 8.08MB
[12:25:23 INF] Usage: Total CPU 3.68% | App CPU 0.00% | App Heap 8.08MB
[12:25:24 INF] Usage: Total CPU 1.36% | App CPU 0.00% | App Heap 8.08MB
[12:25:25 INF] Usage: Total CPU 3.53% | App CPU 0.00% | App Heap 8.08MB
[12:25:26 INF] Usage: Total CPU 5.26% | App CPU 1.29% | App Heap 8.07MB
[12:25:27 INF] Usage: Total CPU 2.03% | App CPU 0.00% | App Heap 8.08MB
[12:25:28 INF] Usage: Total CPU 1.38% | App CPU 0.00% | App Heap 8.08MB
[12:25:29 INF] Usage: Total CPU 2.12% | App CPU 0.00% | App Heap 8.08MB
[12:25:30 INF] Usage: Total CPU 4.11% | App CPU 0.00% | App Heap 8.08MB
[12:25:31 INF] Usage: Total CPU 3.36% | App CPU 1.54% | App Heap 8.08MB
[12:25:32 INF] Usage: Total CPU 0.01% | App CPU 0.00% | App Heap 8.08MB
[12:25:33 INF] Usage: Total CPU 3.47% | App CPU 0.00% | App Heap 8.08MB
[12:25:34 INF] Usage: Total CPU 1.41% | App CPU 1.55% | App Heap 8.08MB
[12:25:35 INF] Usage: Total CPU 2.10% | App CPU 0.00% | App Heap 8.08MB
[12:25:36 INF] Usage: Total CPU 1.14% | App CPU 0.00% | App Heap 8.08MB
[12:25:37 INF] Usage: Total CPU 2.04% | App CPU 0.00% | App Heap 8.08MB
[12:25:38 INF] Usage: Total CPU 3.91% | App CPU 0.00% | App Heap 8.08MB
[12:25:39 INF] Usage: Total CPU 1.65% | App CPU 0.00% | App Heap 8.08MB
[12:25:40 INF] Usage: Total CPU 1.33% | App CPU 0.00% | App Heap 8.08MB
[12:25:41 INF] Usage: Total CPU 2.04% | App CPU 0.00% | App Heap 8.08MB
[12:25:42 INF] Usage: Total CPU 5.00% | App CPU 0.00% | App Heap 8.09MB
[12:25:43 INF] Usage: Total CPU 2.69% | App CPU 1.55% | App Heap 8.09MB
[12:25:44 INF] Usage: Total CPU 2.39% | App CPU 0.00% | App Heap 8.09MB
[12:25:45 INF] Usage: Total CPU 2.48% | App CPU 1.55% | App Heap 8.09MB
[12:25:46 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 8.08MB
[12:25:47 INF] Usage: Total CPU 4.55% | App CPU 0.00% | App Heap 8.09MB
[12:25:48 INF] Usage: Total CPU 2.49% | App CPU 0.00% | App Heap 8.08MB
[12:25:49 INF] Usage: Total CPU 3.08% | App CPU 0.00% | App Heap 8.09MB
[12:25:50 INF] Usage: Total CPU 6.69% | App CPU 0.00% | App Heap 8.08MB
[12:25:51 INF] Usage: Total CPU 4.10% | App CPU 1.55% | App Heap 8.09MB
[12:25:52 INF] Usage: Total CPU 2.81% | App CPU 0.00% | App Heap 8.09MB
[12:25:53 INF] Usage: Total CPU 4.95% | App CPU 0.00% | App Heap 8.08MB
[12:25:54 INF] Usage: Total CPU 2.82% | App CPU 1.50% | App Heap 8.08MB
[12:25:55 INF] Usage: Total CPU 4.94% | App CPU 0.00% | App Heap 8.09MB
[12:25:56 INF] Usage: Total CPU 4.93% | App CPU 0.00% | App Heap 8.08MB
[12:25:57 INF] Usage: Total CPU 3.06% | App CPU 0.00% | App Heap 8.09MB
[12:25:58 INF] Usage: Total CPU 4.70% | App CPU 0.00% | App Heap 8.09MB
[12:25:59 INF] Usage: Total CPU 0.86% | App CPU 0.00% | App Heap 8.09MB
[12:26:00 INF] Usage: Total CPU 1.73% | App CPU 0.00% | App Heap 8.08MB
[12:26:01 INF] Usage: Total CPU 3.41% | App CPU 0.00% | App Heap 8.09MB
[12:26:02 INF] Usage: Total CPU 3.82% | App CPU 1.54% | App Heap 8.08MB
[12:26:03 INF] Usage: Total CPU 3.79% | App CPU 1.55% | App Heap 8.09MB
[12:26:04 INF] Usage: Total CPU 2.99% | App CPU 0.00% | App Heap 8.08MB
[12:26:05 INF] Usage: Total CPU 5.53% | App CPU 0.06% | App Heap 8.10MB
[12:26:06 INF] Usage: Total CPU 3.32% | App CPU 0.06% | App Heap 8.10MB
[12:26:07 INF] Usage: Total CPU 2.23% | App CPU 0.00% | App Heap 8.09MB
[12:26:08 INF] Usage: Total CPU 2.84% | App CPU 0.00% | App Heap 8.08MB
[12:26:09 INF] Usage: Total CPU 1.43% | App CPU 0.00% | App Heap 8.08MB
[12:26:10 INF] Usage: Total CPU 0.39% | App CPU 0.00% | App Heap 8.08MB
[12:26:11 INF] Usage: Total CPU 3.44% | App CPU 0.00% | App Heap 8.09MB
[12:26:12 INF] Usage: Total CPU 0.30% | App CPU 0.00% | App Heap 8.09MB
[12:26:13 INF] Usage: Total CPU 4.09% | App CPU 0.00% | App Heap 8.09MB
[12:26:14 INF] Usage: Total CPU 1.76% | App CPU 0.06% | App Heap 8.08MB
[12:26:15 INF] Usage: Total CPU 2.97% | App CPU 0.00% | App Heap 8.09MB
[12:26:16 INF] Usage: Total CPU 2.11% | App CPU 0.00% | App Heap 8.09MB
[12:26:17 INF] Usage: Total CPU 4.38% | App CPU 0.00% | App Heap 8.09MB
[12:26:18 INF] Usage: Total CPU 3.28% | App CPU 1.55% | App Heap 8.09MB
[12:26:19 INF] Usage: Total CPU 0.98% | App CPU 0.00% | App Heap 8.08MB
[12:26:20 INF] Usage: Total CPU 1.14% | App CPU 0.00% | App Heap 8.08MB
[12:26:21 INF] Usage: Total CPU 3.00% | App CPU 0.00% | App Heap 8.09MB
[12:26:22 INF] Usage: Total CPU 2.89% | App CPU 0.00% | App Heap 8.09MB
[12:26:23 INF] Usage: Total CPU 2.66% | App CPU 1.55% | App Heap 8.08MB
[12:26:24 INF] Usage: Total CPU 2.13% | App CPU 0.00% | App Heap 8.08MB
[12:26:25 INF] Usage: Total CPU 2.13% | App CPU 0.06% | App Heap 8.08MB
[12:26:26 INF] Usage: Total CPU 4.30% | App CPU 0.00% | App Heap 8.08MB
[12:26:27 INF] Usage: Total CPU 0.33% | App CPU 0.00% | App Heap 8.08MB
[12:26:28 INF] Usage: Total CPU 4.86% | App CPU 0.00% | App Heap 8.08MB
[12:26:29 INF] Usage: Total CPU 2.68% | App CPU 1.55% | App Heap 8.08MB
[12:26:30 INF] Usage: Total CPU 1.13% | App CPU 0.00% | App Heap 8.09MB
[12:26:31 INF] Usage: Total CPU 2.20% | App CPU 0.00% | App Heap 8.08MB
[12:26:32 INF] Usage: Total CPU 2.54% | App CPU 1.55% | App Heap 8.08MB
[12:26:33 INF] Usage: Total CPU 2.79% | App CPU 0.00% | App Heap 8.08MB
[12:26:34 INF] Usage: Total CPU 2.10% | App CPU 1.55% | App Heap 8.09MB
[12:26:35 INF] Usage: Total CPU 1.37% | App CPU 0.00% | App Heap 8.09MB
[12:26:36 INF] Usage: Total CPU 2.79% | App CPU 0.00% | App Heap 8.09MB
[12:26:37 INF] Usage: Total CPU 2.40% | App CPU 0.06% | App Heap 8.09MB
[12:26:38 INF] Usage: Total CPU 2.04% | App CPU 0.00% | App Heap 8.09MB
[12:26:39 INF] Usage: Total CPU 4.52% | App CPU 0.00% | App Heap 8.09MB
[12:26:40 INF] Usage: Total CPU 4.85% | App CPU 0.00% | App Heap 8.09MB
[12:26:41 INF] Usage: Total CPU 6.33% | App CPU 0.00% | App Heap 8.09MB
[12:26:42 INF] Usage: Total CPU 6.26% | App CPU 0.00% | App Heap 8.09MB
[12:26:43 INF] Usage: Total CPU 1.59% | App CPU 0.00% | App Heap 8.09MB
[12:26:44 INF] Usage: Total CPU 4.10% | App CPU 0.13% | App Heap 8.09MB
[12:26:45 INF] Usage: Total CPU 1.55% | App CPU 0.00% | App Heap 8.09MB
[12:26:46 INF] Usage: Total CPU 2.84% | App CPU 0.00% | App Heap 8.09MB
[12:26:47 INF] Usage: Total CPU 4.46% | App CPU 1.54% | App Heap 8.09MB
[12:26:48 INF] Usage: Total CPU 1.90% | App CPU 1.03% | App Heap 8.09MB
[12:26:50 INF] Usage: Total CPU 1.93% | App CPU 0.00% | App Heap 8.09MB
[12:26:51 INF] Usage: Total CPU 3.53% | App CPU 0.13% | App Heap 8.10MB
[12:26:52 INF] Usage: Total CPU 3.10% | App CPU 1.53% | App Heap 8.10MB
[12:26:53 INF] Usage: Total CPU 2.16% | App CPU 0.00% | App Heap 8.09MB
[12:26:54 INF] Usage: Total CPU 6.32% | App CPU 0.00% | App Heap 8.10MB
[12:26:55 INF] Usage: Total CPU 5.30% | App CPU 0.06% | App Heap 8.09MB
[12:26:56 INF] Usage: Total CPU 6.79% | App CPU 0.00% | App Heap 8.09MB
[12:26:57 INF] Usage: Total CPU 6.27% | App CPU 1.55% | App Heap 8.10MB
[12:26:58 INF] Usage: Total CPU 2.59% | App CPU 0.00% | App Heap 8.09MB
[12:26:59 INF] Usage: Total CPU 1.60% | App CPU 0.00% | App Heap 8.09MB
[12:27:00 INF] Usage: Total CPU 3.97% | App CPU 0.00% | App Heap 8.09MB
[12:27:01 INF] Usage: Total CPU 2.16% | App CPU 0.00% | App Heap 8.10MB
[12:27:02 INF] Usage: Total CPU 1.00% | App CPU 0.00% | App Heap 8.10MB
[12:27:03 INF] Usage: Total CPU 3.05% | App CPU 0.00% | App Heap 8.09MB
[12:27:04 INF] Usage: Total CPU 2.62% | App CPU 1.54% | App Heap 8.10MB
[12:27:05 INF] Usage: Total CPU 1.50% | App CPU 0.00% | App Heap 8.09MB
[12:27:06 INF] Usage: Total CPU 3.33% | App CPU 0.00% | App Heap 8.10MB
[12:27:07 INF] Usage: Total CPU 4.44% | App CPU 0.00% | App Heap 8.09MB
[12:27:08 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 8.10MB
[12:27:09 INF] Usage: Total CPU 7.92% | App CPU 0.00% | App Heap 8.10MB
[12:27:10 INF] Usage: Total CPU 4.13% | App CPU 1.54% | App Heap 8.10MB
[12:27:11 INF] Usage: Total CPU 3.31% | App CPU 0.00% | App Heap 8.10MB
[12:27:12 INF] Usage: Total CPU 2.26% | App CPU 0.00% | App Heap 8.10MB
[12:27:13 INF] Usage: Total CPU 1.89% | App CPU 0.00% | App Heap 8.09MB
[12:27:14 INF] Usage: Total CPU 3.04% | App CPU 0.00% | App Heap 8.10MB
[12:27:15 INF] Usage: Total CPU 4.12% | App CPU 1.54% | App Heap 8.09MB
[12:27:16 INF] Usage: Total CPU 5.47% | App CPU 0.00% | App Heap 8.10MB
[12:27:17 INF] Usage: Total CPU 3.66% | App CPU 1.54% | App Heap 8.09MB
[12:27:18 INF] Usage: Total CPU 3.17% | App CPU 0.00% | App Heap 8.10MB
[12:27:19 INF] Usage: Total CPU 0.14% | App CPU 0.00% | App Heap 8.10MB
[12:27:20 INF] Usage: Total CPU 3.75% | App CPU 0.00% | App Heap 8.10MB
[12:27:21 INF] Usage: Total CPU 1.39% | App CPU 1.55% | App Heap 8.09MB
[12:27:22 INF] Usage: Total CPU 3.54% | App CPU 0.00% | App Heap 8.09MB
[12:27:23 INF] Usage: Total CPU 3.19% | App CPU 0.00% | App Heap 8.10MB
[12:27:24 INF] Usage: Total CPU 2.03% | App CPU 1.55% | App Heap 8.09MB
